Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
2023-01-15,0.907122509,651056.11,289575.67,5834.26,25.32,227465.94,,,,conventional,Orlando
2023-01-15,0.921938567,136877.72,39203.39,8492.4,10291.82,34965.33,,,,conventional,PeoriaSpringfield
2023-01-15,1.08994637,665137.11,139174.35,241619.95,23473.22,213258.47,,,,conventional,Philadelphia
2023-01-15,0.845739107,1331942.02,327473.74,146376.63,2773.83,209275.59,,,,conventional,PhoenixTucson
2023-01-15,1.389088648,128341.78,41108.43,17776.71,157.79,45068.75,,,,conventional,Pittsburgh
2023-01-15,1.250314375,540025.77,112400.87,33412.4,6321.04,104302.64,,,,conventional,Portland
2023-01-15,1.465093323,80842.28,4148.59,45896.62,25.41,18576.86,,,,conventional,Providence
2023-01-15,1.071333706,452085.96,151292.22,92837.65,920.39,155910.81,,,,conventional,RaleighGreensboro
2023-01-15,1.00045445,336580.23,101411.97,77224.62,339.15,92961.76,,,,conventional,RichmondNorfolk
2023-01-15,0.94284064,197173.15,59220.49,22077.1,928.9,54471.22,,,,conventional,Roanoke
2023-01-15,1.538107056,390826.93,97097.68,109190.06,185.48,92876.14,,,,conventional,Sacramento
2023-01-15,1.225551406,506176.32,107493.35,8011.03,10797.1,124125.52,,,,conventional,SanDiego
2023-01-15,1.536902025,662675.56,186990.01,118237.13,1094.5,122700.44,,,,conventional,SanFrancisco
2023-01-15,1.507743387,450903.51,72157.26,43579.19,4098.86,97930.34,,,,conventional,Seattle
2023-01-15,0.997891071,575736.48,240410.73,54285.85,481.9,140645.51,,,,conventional,SouthCarolina
2023-01-15,1.235237536,73359.28,18275.47,10291.87,113.87,15795.58,,,,conventional,Spokane
2023-01-15,0.927020647,211045.65,83146.77,4569.53,0.0,58847.98,,,,conventional,StLouis
2023-01-15,1.077786395,85330.25,12848.7,32416.28,254.88,33321.8,,,,conventional,Syracuse
2023-01-15,0.87766371,724262.74,333372.42,5242.67,56.27,220709.8,,,,conventional,Tampa
2023-01-15,0.99067046,149759.01,30174.83,20892.05,12940.74,24961.22,,,,conventional,Toledo
2023-01-15,0.827155523,954302.96,234773.43,83244.08,4339.3,361291.04,,,,conventional,WestTexNewMexico
2023-01-15,0.828549902,119085.48,28452.35,5877.91,91.78,33006.8,,,,conventional,Wichita
2023-01-15,1.309500669,5432486.87,1254240.07,443424.91,107757.15,1254218.59,,,,conventional,California
2023-01-15,1.023631993,4502357.98,836492.43,672157.48,384094.85,920889.84,,,,conventional,GreatLakes
2023-01-15,1.051813848,4254206.15,1207634.29,873257.18,16747.95,1304625.53,,,,conventional,Midsouth
2023-01-15,1.204429917,5703110.63,763973.74,2906027.2,52156.32,1596660.93,,,,conventional,Northeast
2023-01-15,0.956258658,2085537.33,678918.54,412553.55,5894.47,634166.03,,,,conventional,Plains
2023-01-15,0.780745362,5732017.62,1674986.21,538701.8,41556.49,2123010.68,,,,conventional,SouthCentral
2023-01-15,0.910212339,6112825.78,2896508.65,154211.47,1304.2,1499299.48,,,,conventional,Southeast
2023-01-15,1.016516456,6539555.6,1473438.71,662173.58,27474.58,1534431.82,,,,conventional,West
2023-01-15,1.034320058,40362097.96,10786192.65,6662507.17,636986.01,10867302.9,,,,conventional,TotalUS
2023-01-15,1.921445645,3076.88,83.54,346.4,0.0,2400.9,,,,organic,Albany
2023-01-15,1.176503733,103940.72,113.33,8581.68,0.0,42465.76,,,,organic,Atlanta
2023-01-15,1.586081736,45526.55,524.75,2561.7,8.05,39317.56,,,,organic,BaltimoreWashington
2023-01-15,1.029558718,19154.73,31.75,459.92,0.0,16514.16,,,,organic,BirminghamMontgomery
2023-01-15,1.756680514,8921.22,146.14,1348.5,0.0,992.25,,,,organic,Boise
2023-01-15,1.740987802,32920.73,70.94,1233.97,0.0,31013.32,,,,organic,Boston
2023-01-15,1.645484979,12005.24,591.31,65.36,0.0,11341.99,,,,organic,BuffaloRochester
2023-01-15,1.577625502,17845.25,210.4,1476.32,29.86,15168.39,,,,organic,Charlotte
2023-01-15,1.483770326,57024.23,919.59,6891.37,0.0,13861.22,,,,organic,Chicago
2023-01-15,1.724719337,9631.63,6.21,1957.11,0.0,2758.27,,,,organic,CincinnatiDayton
2023-01-15,2.005752907,7136.84,454.42,558.6,0.0,2879.78,,,,organic,Columbus
2023-01-15,1.314015959,36956.97,5792.27,310.41,0.0,21416.8,,,,organic,DallasFtWorth
2023-01-15,1.082584097,142940.03,18868.63,536.04,0.0,3306.98,,,,organic,Denver
2023-01-15,1.861137604,10507.64,301.01,1539.3,0.0,5484.86,,,,organic,Detroit
2023-01-15,1.753382715,4461.05,4.77,782.93,0.0,3673.36,,,,organic,GrandRapids
2023-01-15,1.586377911,13913.55,280.94,480.88,0.0,13127.4,,,,organic,HarrisburgScranton
2023-01-15,1.862032356,15242.27,577.4,3389.43,0.0,11225.14,,,,organic,HartfordSpringfield
2023-01-15,1.131195932,22429.22,4282.64,33.22,0.0,11762.5,,,,organic,Houston
2023-01-15,1.604778625,7385.03,94.59,621.28,0.0,3624.62,,,,organic,Indianapolis
2023-01-15,0.80355087,23671.14,97.61,113.55,0.0,22565.86,,,,organic,Jacksonville
2023-01-15,1.490766917,10536.59,842.1,177.9,0.0,3333.75,,,,organic,LasVegas
2023-01-15,0.962927549,314780.96,23657.7,1026.7,0.0,52364.83,,,,organic,LosAngeles
2023-01-15,2.088742734,3950.42,0.0,372.05,0.0,960.28,,,,organic,Louisville
2023-01-15,1.119348466,46800.26,422.95,1.14,0.0,22561.62,,,,organic,MiamiFtLauderdale
2023-01-15,1.711170337,20837.41,63.39,2045.27,0.0,5413.29,,,,organic,Nashville
2023-01-15,2.03556684,13124.85,73.4,291.75,0.0,10552.83,,,,organic,NorthernNewEngland
2023-01-15,1.25251608,3844.6,201.21,83.01,0.0,3365.36,,,,organic,NewOrleans
2023-01-15,1.743145538,85338.08,7521.84,1847.01,12.52,68783.24,,,,organic,NewYork
2023-01-15,0.877360083,51370.44,312.98,0.0,0.0,35126.26,,,,organic,Orlando
2023-01-15,1.584135176,3165.35,0.0,300.83,0.0,2233.72,,,,organic,PeoriaSpringfield
2023-01-15,1.625233542,24007.58,1879.74,1107.28,0.0,19586.45,,,,organic,Philadelphia
2023-01-15,1.548076862,16805.78,2006.93,543.21,0.0,2026.89,,,,organic,PhoenixTucson
2023-01-15,1.573627576,8106.57,949.02,6.76,0.0,6482.61,,,,organic,Pittsburgh
2023-01-15,1.875463437,68838.45,58.39,12207.29,0.0,2630.91,,,,organic,Portland
2023-01-15,1.738832421,4196.07,16.68,9.73,0.0,4169.65,,,,organic,Providence
2023-01-15,1.515270287,25610.74,529.51,1428.57,23.47,22951.77,,,,organic,RaleighGreensboro
2023-01-15,1.543246397,33275.67,2.15,2967.35,1.07,16052.98,,,,organic,RichmondNorfolk
2023-01-15,1.632545867,23609.46,4.2,2937.59,0.0,5493.12,,,,organic,Roanoke
2023-01-15,1.27642034,34362.58,2611.01,1108.08,0.0,26761.47,,,,organic,Sacramento
2023-01-15,1.268643133,53863.63,4451.59,510.75,0.0,4686.15,,,,organic,SanDiego
2023-01-15,1.954115028,68558.41,4168.15,1688.27,0.0,39702.33,,,,organic,SanFrancisco
2023-01-15,2.001595717,100461.82,558.21,13668.58,21.28,5054.18,,,,organic,Seattle
2023-01-15,1.235860389,48403.92,845.63,2844.15,3.51,32820.54,,,,organic,SouthCarolina
2023-01-15,1.984891192,6683.68,45.88,1543.04,0.0,769.39,,,,organic,Spokane
2023-01-15,1.873069714,7771.42,1127.18,689.55,0.0,3346.48,,,,organic,StLouis
2023-01-15,1.592478506,4669.85,143.69,84.8,0.0,4313.29,,,,organic,Syracuse
2023-01-15,1.088273454,27381.84,226.54,1.04,0.0,12178.56,,,,organic,Tampa
2023-01-15,1.755330286,3402.1,25.85,315.84,0.0,1903.47,,,,organic,Toledo
2023-01-15,1.160930932,16179.57,789.34,127.62,0.0,11044.14,,,,organic,WestTexNewMexico
2023-01-15,1.269085442,3008.39,536.65,14.87,0.0,1278.51,,,,organic,Wichita
2023-01-15,1.191090299,562118.01,42036.84,6102.83,0.0,168665.74,,,,organic,California
2023-01-15,1.604505244,150082.61,3697.27,16475.24,0.0,63523.89,,,,organic,GreatLakes
2023-01-15,1.57368237,246312.05,1995.52,20098.71,77.64,158165.08,,,,organic,Midsouth
2023-01-15,1.729697335,235615.09,13713.91,9892.15,14.51,198778.81,,,,organic,Northeast
2023-01-15,1.368773321,55845.82,10060.95,2858.18,0.0,37288.0,,,,organic,Plains
2023-01-15,1.240152236,138486.5,21794.81,2957.77,0.0,92965.13,,,,organic,SouthCentral
2023-01-15,1.06748485,436619.3,2571.36,15800.32,3.57,265499.76,,,,organic,Southeast
2023-01-15,1.514963131,519869.29,35222.6,40486.34,21.66,46772.81,,,,organic,West
2023-01-15,1.367771206,2344948.66,131093.25,114671.54,117.38,1031659.23,,,,organic,TotalUS
2023-01-22,1.087199748,145606.29,31914.51,85603.85,15.28,20087.96,,,,conventional,Albany
2023-01-22,0.945301602,825696.78,348170.41,27964.2,113.68,84212.84,,,,conventional,Atlanta
2023-01-22,1.118851251,1044292.36,166416.81,423320.82,1654.78,352846.62,,,,conventional,BaltimoreWashington
2023-01-22,0.853122302,388729.12,185913.87,5945.1,73.76,82432.99,,,,conventional,BirminghamMontgomery
2023-01-22,1.089885629,108667.75,27199.7,5846.82,188.33,23786.66,,,,conventional,Boise
2023-01-22,1.394916942,605859.77,50645.52,321668.63,52.66,156073.02,,,,conventional,Boston
2023-01-22,1.102920284,192527.15,24529.98,58177.07,1476.32,102209.47,,,,conventional,BuffaloRochester
2023-01-22,1.191090235,371776.32,132144.41,56159.57,725.49,137479.42,,,,conventional,Charlotte
2023-01-22,1.125875191,831010.96,154262.5,88391.64,33817.06,220690.31,,,,conventional,Chicago
2023-01-22,1.025024089,313119.95,44639.51,59404.76,5237.99,45160.06,,,,conventional,CincinnatiDayton
2023-01-22,0.963677771,267970.28,64475.79,20709.56,5042.54,44154.99,,,,conventional,Columbus
2023-01-22,0.728017827,1554372.01,350984.54,146128.74,6414.62,527247.39,,,,conventional,DallasFtWorth
2023-01-22,1.016971979,952279.76,167271.54,95378.61,2771.61,279383.67,,,,conventional,Denver
2023-01-22,0.977396127,457640.41,95413.53,49031.17,32032.83,108571.28,,,,conventional,Detroit
2023-01-22,1.132732773,165999.28,19408.53,56786.0,40066.75,36842.89,,,,conventional,GrandRapids
2023-01-22,1.02614588,413068.72,153469.49,100276.72,15335.72,130985.23,,,,conventional,HarrisburgScranton
2023-01-22,1.41664941,314200.2,14010.79,212871.96,84.56,76738.81,,,,conventional,HartfordSpringfield
2023-01-22,0.775340282,1029398.24,247906.46,164182.96,775.71,294560.29,,,,conventional,Houston
2023-01-22,0.909194346,279213.72,61288.58,32472.81,9072.11,61866.3,,,,conventional,Indianapolis
2023-01-22,0.923575709,280221.05,154454.89,4174.38,37.79,72032.51,,,,conventional,Jacksonville
2023-01-22,0.937230402,425539.51,62992.72,27596.15,2149.68,167230.8,,,,conventional,LasVegas
2023-01-22,1.205720402,2869000.23,534598.84,17751.69,98160.53,679626.06,,,,conventional,LosAngeles
2023-01-22,0.983090798,146616.63,30866.49,6134.04,1902.32,38064.82,,,,conventional,Louisville
2023-01-22,0.924184206,1141159.87,659001.09,15186.89,128.41,311643.65,,,,conventional,MiamiFtLauderdale
2023-01-22,0.92364565,335699.09,112942.25,8760.28,32.94,101400.6,,,,conventional,Nashville
2023-01-22,1.059843439,633307.71,170525.71,326966.29,30.35,78812.77,,,,conventional,NorthernNewEngland
2023-01-22,0.774796193,326404.43,116486.75,1548.87,554.8,150681.7,,,,conventional,NewOrleans
2023-01-22,1.341295372,1716833.68,103421.44,891432.05,829.54,603125.8,,,,conventional,NewYork
2023-01-22,0.885942553,672591.24,312434.89,6895.62,60.48,238926.45,,,,conventional,Orlando
2023-01-22,0.875187036,128494.28,38748.38,6234.85,4407.03,37218.91,,,,conventional,PeoriaSpringfield
2023-01-22,1.066663932,603688.68,136707.5,172813.23,12865.75,206499.92,,,,conventional,Philadelphia
2023-01-22,0.833658909,1327849.0,335137.25,132430.61,4028.47,250297.85,,,,conventional,PhoenixTucson
2023-01-22,1.03341461,174561.44,66164.19,17638.13,78.54,45850.2,,,,conventional,Pittsburgh
2023-01-22,1.200316005,598363.65,116576.39,30798.13,5415.72,109167.4,,,,conventional,Portland
2023-01-22,1.469196897,81058.73,4076.79,46148.07,24.91,19289.88,,,,conventional,Providence
2023-01-22,1.161353547,428478.02,144188.13,72797.98,749.74,166820.43,,,,conventional,RaleighGreensboro
2023-01-22,1.053784442,323941.04,90227.84,70190.02,290.39,96162.21,,,,conventional,RichmondNorfolk
2023-01-22,0.93986468,206374.6,58054.63,23716.03,567.51,56775.74,,,,conventional,Roanoke
2023-01-22,1.464387493,409963.2,123628.55,100195.84,183.5,90341.47,,,,conventional,Sacramento
2023-01-22,1.209568958,523352.06,100534.15,7726.94,10758.03,121833.96,,,,conventional,SanDiego
2023-01-22,1.46707895,710380.8,240650.29,111810.85,776.39,120548.81,,,,conventional,SanFrancisco
2023-01-22,1.467065545,515211.61,99243.65,37262.08,3683.19,101257.75,,,,conventional,Seattle
2023-01-22,1.020956999,580567.71,243394.9,44518.99,298.21,139550.81,,,,conventional,SouthCarolina
2023-01-22,1.219031698,78970.48,19701.77,5671.88,25.91,18396.84,,,,conventional,Spokane
2023-01-22,0.908643347,221195.06,77881.47,4824.11,5.67,70309.18,,,,conventional,StLouis
2023-01-22,1.044800662,92131.9,15390.6,37942.75,295.49,32564.91,,,,conventional,Syracuse
2023-01-22,0.885146156,724409.08,347216.65,5675.36,117.16,219571.98,,,,conventional,Tampa
2023-01-22,0.93592771,141882.9,30750.23,23681.52,7189.97,26161.62,,,,conventional,Toledo
2023-01-22,0.76937581,1013600.66,270958.22,74815.41,3760.61,384516.81,,,,conventional,WestTexNewMexico
2023-01-22,0.817671814,118839.62,26973.78,5199.2,61.43,36389.76,,,,conventional,Wichita
2023-01-22,1.274838103,5696077.33,1375944.96,413401.51,119868.78,1242768.58,,,,conventional,California
2023-01-22,0.997187145,4088196.74,847469.61,601072.41,218538.16,916903.48,,,,conventional,GreatLakes
2023-01-22,1.052813714,4230299.38,1174929.36,842807.46,10364.18,1339473.32,,,,conventional,Midsouth
2023-01-22,1.219628971,5429093.22,843045.27,2495282.77,32944.59,1598734.67,,,,conventional,Northeast
2023-01-22,0.984364471,2069727.15,642561.59,386713.05,5258.31,675849.91,,,,conventional,Plains
2023-01-22,0.762866081,5721341.76,1647957.92,548120.83,35852.16,2028627.9,,,,conventional,SouthCentral
2023-01-22,0.912666726,6187973.69,2987140.44,145766.18,1193.99,1555621.19,,,,conventional,Southeast
2023-01-22,1.005646028,6874869.62,1537926.98,597581.61,25173.78,1666129.88,,,,conventional,West
2023-01-22,1.026778725,40297578.88,11056976.12,6030745.83,449193.96,11024108.92,,,,conventional,TotalUS
2023-01-22,1.906406491,2482.55,11.21,254.51,2.04,2043.36,,,,organic,Albany
2023-01-22,1.032849436,65981.56,90.31,3215.38,0.0,44456.87,,,,organic,Atlanta
2023-01-22,1.554563925,52138.92,356.99,2991.17,5.75,43044.22,,,,organic,BaltimoreWashington
2023-01-22,0.911681077,17640.23,38.16,231.59,0.0,16086.25,,,,organic,BirminghamMontgomery
2023-01-22,1.699106627,5699.79,133.9,418.62,0.0,1556.1,,,,organic,Boise
2023-01-22,1.744291119,32870.25,86.77,1369.44,0.0,30797.71,,,,organic,Boston
2023-01-22,1.731754173,11269.21,414.83,67.01,0.0,10774.14,,,,organic,BuffaloRochester
2023-01-22,1.510275668,18914.35,111.28,1742.85,15.5,16768.03,,,,organic,Charlotte
2023-01-22,1.351147408,52612.96,1441.11,4038.13,0.0,21173.02,,,,organic,Chicago
2023-01-22,1.745269046,11011.92,7.38,1520.58,0.0,3076.68,,,,organic,CincinnatiDayton
2023-01-22,2.031830156,7721.15,610.2,564.87,0.0,2817.88,,,,organic,Columbus
2023-01-22,1.315914228,38248.33,5702.13,343.37,0.0,22230.55,,,,organic,DallasFtWorth
2023-01-22,1.064760059,54658.2,8424.39,407.11,0.0,8799.53,,,,organic,Denver
2023-01-22,1.888261322,10291.38,327.36,1450.08,0.0,5171.45,,,,organic,Detroit
2023-01-22,1.642485816,4601.86,0.0,535.7,0.0,4066.17,,,,organic,GrandRapids
2023-01-22,1.57857021,14523.06,295.88,532.53,0.0,13648.73,,,,organic,HarrisburgScranton
2023-01-22,1.769639967,17937.57,432.85,3785.41,5.57,13595.76,,,,organic,HartfordSpringfield
2023-01-22,1.11820706,21657.34,3802.76,35.61,0.0,11919.79,,,,organic,Houston
2023-01-22,1.562563781,7642.04,97.79,573.07,0.0,4005.28,,,,organic,Indianapolis
2023-01-22,1.210360222,10371.57,60.15,162.65,0.0,7172.24,,,,organic,Jacksonville
2023-01-22,1.34727894,13024.35,922.16,245.05,0.0,4647.83,,,,organic,LasVegas
2023-01-22,1.493673806,147981.95,8082.98,1124.53,0.0,66248.96,,,,organic,LosAngeles
2023-01-22,2.046628737,4495.64,0.0,519.23,0.0,1161.44,,,,organic,Louisville
2023-01-22,1.220216134,41689.73,420.38,4.56,0.0,13450.5,,,,organic,MiamiFtLauderdale
2023-01-22,1.938490187,15150.68,96.13,1307.19,0.0,5031.24,,,,organic,Nashville
2023-01-22,2.016408564,12677.32,406.01,416.87,0.0,10091.92,,,,organic,NorthernNewEngland
2023-01-22,1.13417802,4690.88,319.16,41.66,0.0,2680.24,,,,organic,NewOrleans
2023-01-22,1.60738294,103994.99,4890.15,2524.24,14.12,87832.99,,,,organic,NewYork
2023-01-22,1.153171739,30169.06,244.84,0.0,0.0,15794.43,,,,organic,Orlando
2023-01-22,1.620971112,3439.4,0.0,260.9,0.0,2505.92,,,,organic,PeoriaSpringfield
2023-01-22,1.615989761,27771.52,1283.61,951.38,1.15,22765.99,,,,organic,Philadelphia
2023-01-22,1.496421973,19366.55,2346.21,421.68,0.0,1660.18,,,,organic,PhoenixTucson
2023-01-22,1.426701911,8509.92,1715.99,230.37,0.0,5735.85,,,,organic,Pittsburgh
2023-01-22,2.016763673,29881.1,5.9,4095.96,0.0,3547.16,,,,organic,Portland
2023-01-22,1.775337111,3963.24,6.96,20.45,0.0,3935.84,,,,organic,Providence
2023-01-22,1.516566323,26312.71,520.61,1695.19,19.2,23903.43,,,,organic,RaleighGreensboro
2023-01-22,1.353288503,24484.84,10.65,1026.48,4.29,20156.57,,,,organic,RichmondNorfolk
2023-01-22,1.668278853,9320.18,3.78,654.46,0.0,5834.59,,,,organic,Roanoke
2023-01-22,1.143518362,41213.03,2715.09,1243.9,0.0,33302.94,,,,organic,Sacramento
2023-01-22,1.82312728,24102.47,2202.59,413.25,0.0,9146.55,,,,organic,SanDiego
2023-01-22,1.855387525,65343.19,4647.64,1815.44,0.0,39048.84,,,,organic,SanFrancisco
2023-01-22,2.117832882,61056.63,513.36,6069.85,4.48,5860.05,,,,organic,Seattle
2023-01-22,1.212679111,40243.61,890.57,1822.04,8.19,33972.1,,,,organic,SouthCarolina
2023-01-22,1.984351733,3050.86,69.8,449.43,0.0,1181.38,,,,organic,Spokane
2023-01-22,1.748746066,8169.83,1815.64,844.01,0.0,3251.59,,,,organic,StLouis
2023-01-22,1.603677186,4771.68,103.67,86.0,0.0,4507.72,,,,organic,Syracuse
2023-01-22,1.125252328,25324.15,237.9,0.0,0.0,13924.27,,,,organic,Tampa
2023-01-22,1.767195334,3488.2,38.4,268.77,0.0,1923.93,,,,organic,Toledo
2023-01-22,1.301480524,33563.93,1158.27,127.71,0.0,18631.42,,,,organic,WestTexNewMexico
2023-01-22,1.253860113,3433.09,495.63,5.31,0.0,1466.85,,,,organic,Wichita
2023-01-22,1.527419333,354902.97,23530.73,6552.49,0.0,195295.06,,,,organic,California
2023-01-22,1.549668879,149863.47,5196.25,12840.83,0.0,73355.25,,,,organic,GreatLakes
2023-01-22,1.548812717,225954.81,1698.53,14858.52,62.12,174139.55,,,,organic,Midsouth
2023-01-22,1.656734005,262361.18,10784.75,11335.65,25.07,224348.97,,,,organic,Northeast
2023-01-22,1.36872906,67207.1,10108.76,10802.23,0.0,40332.48,,,,organic,Plains
2023-01-22,1.255024549,155193.42,23385.43,3277.46,0.0,101277.92,,,,organic,SouthCentral
2023-01-22,1.105400646,314293.25,2334.57,7223.96,8.53,203244.95,,,,organic,Southeast
2023-01-22,1.535865726,307930.56,20715.81,16455.2,4.56,76143.05,,,,organic,West
2023-01-22,1.450758446,1837706.76,97754.84,83346.34,100.28,1088137.23,,,,organic,TotalUS
2023-01-29,1.061985819,118903.56,20652.13,69264.38,20.83,21055.11,,,,conventional,Albany
2023-01-29,0.913555039,870655.04,357694.86,23480.73,84.05,99006.04,,,,conventional,Atlanta
2023-01-29,1.143148178,1012144.44,175187.49,419073.1,1627.37,335717.59,,,,conventional,BaltimoreWashington
2023-01-29,0.852571407,391660.4,190344.03,5908.19,42.89,76059.06,,,,conventional,BirminghamMontgomery
2023-01-29,1.032390259,120921.34,23912.09,9143.16,100.44,21732.55,,,,conventional,Boise
2023-01-29,1.261393593,618716.0,40902.86,310964.51,66.88,145816.57,,,,conventional,Boston
2023-01-29,1.074311222,196990.75,37523.52,53193.32,1293.93,98616.84,,,,conventional,BuffaloRochester
2023-01-29,1.185116871,363997.4,129296.23,56287.27,702.46,133293.32,,,,conventional,Charlotte
2023-01-29,1.038620452,952229.97,175184.95,109714.24,24339.03,212511.98,,,,conventional,Chicago
2023-01-29,1.213369317,322108.32,49563.0,62720.68,3276.11,44893.1,,,,conventional,CincinnatiDayton
2023-01-29,1.006639627,264731.99,66405.82,19143.93,3193.2,46578.73,,,,conventional,Columbus
2023-01-29,0.780560388,1503759.97,364538.33,93502.04,9208.39,500954.91,,,,conventional,DallasFtWorth
2023-01-29,0.961455699,1043804.89,171300.58,131997.86,2413.31,298299.13,,,,conventional,Denver
2023-01-29,0.983392854,480906.53,124251.6,37132.87,18866.06,101871.61,,,,conventional,Detroit
2023-01-29,1.251913674,153578.99,40456.27,34967.86,21705.24,42181.8,,,,conventional,GrandRapids
2023-01-29,1.019608708,421201.43,157743.5,104390.61,14990.56,130523.69,,,,conventional,HarrisburgScranton
2023-01-29,1.373825396,345001.79,16609.59,241292.7,184.17,75704.74,,,,conventional,HartfordSpringfield
2023-01-29,0.74272216,1012486.69,305463.56,86758.99,1401.34,298242.01,,,,conventional,Houston
2023-01-29,0.916499534,285505.23,66788.64,30836.47,5396.6,59792.45,,,,conventional,Indianapolis
2023-01-29,0.927976254,276977.04,146924.43,4653.9,20.08,70359.31,,,,conventional,Jacksonville
2023-01-29,0.923353598,424234.23,67358.11,19972.56,1111.21,140152.12,,,,conventional,LasVegas
2023-01-29,1.128291861,2868689.24,527044.85,20990.27,87844.01,724594.86,,,,conventional,LosAngeles
2023-01-29,0.975895029,157579.37,34182.63,4652.98,1026.33,37196.53,,,,conventional,Louisville
2023-01-29,0.927504134,1134713.4,656236.35,14982.31,117.98,274418.6,,,,conventional,MiamiFtLauderdale
2023-01-29,0.9341002,343144.64,113009.91,7626.53,31.6,94562.71,,,,conventional,Nashville
2023-01-29,1.056092599,465490.04,105741.37,213969.14,27.99,75940.2,,,,conventional,NorthernNewEngland
2023-01-29,0.785366276,341188.7,123826.39,2394.13,3096.44,139000.81,,,,conventional,NewOrleans
2023-01-29,1.221936283,2164649.47,138867.95,1285402.17,1002.8,620250.36,,,,conventional,NewYork
2023-01-29,0.893665539,676853.89,321334.1,6624.98,25.51,231020.53,,,,conventional,Orlando
2023-01-29,0.87722054,131441.73,44327.35,5776.35,2611.52,37206.47,,,,conventional,PeoriaSpringfield
2023-01-29,1.059022469,664220.49,144121.91,234831.52,12376.35,205803.69,,,,conventional,Philadelphia
2023-01-29,0.807549605,1362777.15,361765.12,107921.38,4263.93,218212.02,,,,conventional,PhoenixTucson
2023-01-29,1.375426469,124389.42,45552.98,16915.79,52.82,45087.88,,,,conventional,Pittsburgh
2023-01-29,1.1596798,654779.7,88401.03,74859.52,5211.95,100082.67,,,,conventional,Portland
2023-01-29,1.326215536,89851.43,4085.43,47784.81,32.48,18496.25,,,,conventional,Providence
2023-01-29,1.150688114,425257.14,145406.6,67816.63,692.83,161988.84,,,,conventional,RaleighGreensboro
2023-01-29,1.020831635,336415.96,93960.3,75784.38,275.8,92200.09,,,,conventional,RichmondNorfolk
2023-01-29,0.901588612,212515.11,59196.05,23439.78,692.82,53326.15,,,,conventional,Roanoke
2023-01-29,1.197140565,501672.19,151921.66,96626.33,121.96,117050.24,,,,conventional,Sacramento
2023-01-29,1.059440259,526249.87,102445.39,9434.95,9749.71,121795.41,,,,conventional,SanDiego
2023-01-29,1.046545852,950197.64,334052.37,80020.69,981.16,125915.02,,,,conventional,SanFrancisco
2023-01-29,1.336682119,581645.09,71547.29,63826.8,2492.51,84982.86,,,,conventional,Seattle
2023-01-29,1.013934655,572415.24,237753.41,44362.81,306.76,141784.89,,,,conventional,SouthCarolina
2023-01-29,1.144867194,84427.62,15616.26,9547.05,11.73,15487.6,,,,conventional,Spokane
2023-01-29,0.956027411,215920.12,72456.98,4629.44,6.61,69183.0,,,,conventional,StLouis
2023-01-29,1.048292319,83913.99,13111.8,33247.91,355.3,31369.38,,,,conventional,Syracuse
2023-01-29,0.89608525,729293.67,379796.6,6143.95,42.52,205016.37,,,,conventional,Tampa
2023-01-29,0.939699601,146382.67,33574.52,20707.79,4002.6,26863.54,,,,conventional,Toledo
2023-01-29,0.79610373,934344.94,243833.74,63741.24,3384.01,347368.31,,,,conventional,WestTexNewMexico
2023-01-29,0.803764061,119356.69,27786.65,4824.12,60.6,33657.67,,,,conventional,Wichita
2023-01-29,1.105017596,6199148.89,1590082.43,341975.9,108160.17,1334984.95,,,,conventional,California
2023-01-29,1.006937812,4255830.64,991252.94,562871.66,130980.79,917906.59,,,,conventional,GreatLakes
2023-01-29,1.05232348,4241891.1,1196722.01,837490.43,9085.4,1288706.85,,,,conventional,Midsouth
2023-01-29,1.173728901,5755616.26,788278.03,2851448.64,32130.12,1593574.68,,,,conventional,Northeast
2023-01-29,0.958443481,2122341.48,666636.33,431808.94,6288.74,664536.57,,,,conventional,Plains
2023-01-29,0.767099433,5607030.07,1738620.62,380949.75,42720.11,1963740.08,,,,conventional,SouthCentral
2023-01-29,0.909327882,6263642.8,3054885.0,139779.92,958.12,1481302.45,,,,conventional,Southeast
2023-01-29,0.966601789,7208461.0,1465483.65,667756.19,22920.31,1565620.63,,,,conventional,West
2023-01-29,0.992789358,41653962.24,11491961.01,6214081.43,353243.75,10810372.8,,,,conventional,TotalUS
2023-01-29,1.773194148,3424.5,49.92,366.73,0.0,2778.31,,,,organic,Albany
2023-01-29,1.015919585,62354.71,68.52,2805.82,0.0,42617.94,,,,organic,Atlanta
2023-01-29,1.645410407,49219.31,262.97,3069.06,3.45,39818.09,,,,organic,BaltimoreWashington
2023-01-29,0.971750057,16830.7,55.37,101.87,0.0,15927.93,,,,organic,BirminghamMontgomery
2023-01-29,1.464840765,7503.95,136.89,477.33,0.0,3334.8,,,,organic,Boise
2023-01-29,1.699739887,31790.74,61.28,1252.71,0.0,29788.79,,,,organic,Boston
2023-01-29,1.762233138,9973.79,422.22,97.04,0.0,9441.25,,,,organic,BuffaloRochester
2023-01-29,1.510478731,17691.68,124.54,2153.72,15.5,15028.64,,,,organic,Charlotte
2023-01-29,1.496201324,36082.64,434.61,2460.67,0.0,18280.4,,,,organic,Chicago
2023-01-29,1.741274738,10297.42,13.71,1975.56,0.0,3043.89,,,,organic,CincinnatiDayton
2023-01-29,2.028711481,7948.17,446.45,543.23,0.0,2871.84,,,,organic,Columbus
